사고다발지FID,사고다발지ID,법정동코드,지점코드,시도시군구명,지점명,발생건수,사상자수,사망자수,중상자수,경상자수,부상신고자수,경도,위도,다발지역폴리곤
144963,2013098,1135010200,11350006,서울특별시 노원구6,서울특별시 노원구 월계동(월계초교앞 부근),4,4,0,4,0,0,127.0513406,37.62550656,"{""type"":""Polygon"",""coordinates"":[[[127.0529426,37.6267807],[127.0525993,37.6270048],[127.0522076,37.6271714],[127.0517826,37.6272739],[127.0513406,37.6273085],[127.0508985,37.6272739],[127.0504735,37.6271714],[127.0500818,37.6270048],[127.0497385,37.6267807],[127.0494568,37.6265077],[127.0492474,37.6261961],[127.0491185,37.6258581],[127.049075,37.6255065],[127.0491185,37.625155],[127.0492474,37.624817],[127.0494568,37.6245054],[127.0497386,37.6242324],[127.0500819,37.6240083],[127.0504736,37.6238417],[127.0508986,37.6237392],[127.0513406,37.6237046],[127.0517825,37.6237392],[127.0522075,37.6238417],[127.0525992,37.6240083],[127.0529425,37.6242324],[127.0532243,37.6245054],[127.0534337,37.624817],[127.0535626,37.625155],[127.0536061,37.6255065],[127.0535626,37.6258581],[127.0534337,37.6261961],[127.0532243,37.6265077],[127.0529426,37.6267807]]]}"
139162,2013098,1138010100,11380001,서울특별시 은평구1,서울특별시 은평구 수색동(수색차량사무소입구 부근),2,2,2,0,0,0,126.884939,37.5889542,"{""type"":""Polygon"",""coordinates"":[[[126.8865402,37.5902284],[126.8861971,37.5904525],[126.8858056,37.590619],[126.8853808,37.5907216],[126.884939,37.5907562],[126.8844972,37.5907216],[126.8840724,37.590619],[126.8836809,37.5904525],[126.8833377,37.5902284],[126.8830561,37.5899553],[126.8828469,37.5896438],[126.882718,37.5893057],[126.8826745,37.5889542],[126.882718,37.5886026],[126.8828469,37.5882646],[126.8830562,37.5879531],[126.8833378,37.58768],[126.8836809,37.5874559],[126.8840724,37.5872894],[126.8844972,37.5871868],[126.884939,37.5871522],[126.8853808,37.5871868],[126.8858055,37.5872894],[126.886197,37.5874559],[126.8865402,37.58768],[126.8868218,37.5879531],[126.8870311,37.5882646],[126.8871599,37.5886026],[126.8872035,37.5889542],[126.88716,37.5893057],[126.8870311,37.5896438],[126.8868219,37.5899553],[126.8865402,37.5902284]]]}"
146253,2013098,1138010400,11380002,서울특별시 은평구2,서울특별시 은평구 갈현동(길마독사거리 부근),3,3,0,3,0,0,126.9178687,37.61526123,"{""type"":""Polygon"",""coordinates"":[[[126.9194706,37.6165354],[126.9191273,37.6167595],[126.9187356,37.616926],[126.9183107,37.6170286],[126.9178687,37.6170632],[126.9174268,37.6170286],[126.9170018,37.616926],[126.9166102,37.6167595],[126.9162669,37.6165354],[126.9159852,37.6162623],[126.9157759,37.6159508],[126.915647,37.6156128],[126.9156035,37.6152612],[126.915647,37.6149097],[126.9157759,37.6145716],[126.9159852,37.6142601],[126.916267,37.613987],[126.9166102,37.6137629],[126.9170019,37.6135964],[126.9174268,37.6134939],[126.9178687,37.6134593],[126.9183107,37.6134939],[126.9187356,37.6135964],[126.9191272,37.6137629],[126.9194705,37.613987],[126.9197522,37.6142601],[126.9199616,37.6145716],[126.9200905,37.6149097],[126.920134,37.6152612],[126.9200905,37.6156128],[126.9199616,37.6159508],[126.9197523,37.6162623],[126.9194706,37.6165354]]]}"
146254,2013098,1138010300,11380003,서울특별시 은평구3,서울특별시 은평구 불광동(불광동라비앙프라자 부근),3,3,1,0,2,0,126.9320467,37.61257381,"{""type"":""Polygon"",""coordinates"":[[[126.9336485,37.613848],[126.9333052,37.6140721],[126.9329136,37.6142386],[126.9324886,37.6143412],[126.9320467,37.6143758],[126.9316048,37.6143412],[126.9311798,37.6142386],[126.9307882,37.6140721],[126.9304449,37.613848],[126.9301632,37.6135749],[126.9299539,37.6132634],[126.929825,37.6129253],[126.9297815,37.6125738],[126.929825,37.6122222],[126.9299539,37.6118842],[126.9301633,37.6115727],[126.930445,37.6112996],[126.9307882,37.6110755],[126.9311799,37.610909],[126.9316048,37.6108065],[126.9320467,37.6107718],[126.9324886,37.6108065],[126.9329135,37.610909],[126.9333051,37.6110755],[126.9336484,37.6112996],[126.9339301,37.6115727],[126.9341394,37.6118842],[126.9342684,37.6122222],[126.9343119,37.6125738],[126.9342684,37.6129253],[126.9341395,37.6132634],[126.9339302,37.6135749],[126.9336485,37.613848]]]}"
144975,2013098,1138011000,11380004,서울특별시 은평구4,서울특별시 은평구 증산동(청솔식당 부근),3,3,1,2,0,0,126.9008894,37.57901618,"{""type"":""Polygon"",""coordinates"":[[[126.9024905,37.5802904],[126.9021474,37.5805145],[126.9017559,37.580681],[126.9013312,37.5807835],[126.9008894,37.5808182],[126.9004477,37.5807835],[126.9000229,37.580681],[126.8996315,37.5805145],[126.8992884,37.5802904],[126.8990068,37.5800173],[126.8987976,37.5797058],[126.8986687,37.5793677],[126.8986253,37.5790162],[126.8986688,37.5786646],[126.8987976,37.5783266],[126.8990069,37.578015],[126.8992884,37.577742],[126.8996315,37.5775179],[126.900023,37.5773514],[126.9004477,37.5772488],[126.9008894,37.5772142],[126.9013311,37.5772488],[126.9017559,37.5773514],[126.9021473,37.5775179],[126.9024904,37.577742],[126.902772,37.578015],[126.9029812,37.5783266],[126.9031101,37.5786646],[126.9031536,37.5790162],[126.9031101,37.5793677],[126.9029813,37.5797058],[126.9027721,37.5800173],[126.9024905,37.5802904]]]}"
146255,2013098,1138010200,11380005,서울특별시 은평구5,서울특별시 은평구 녹번동(선학수련원 부근),4,4,0,0,3,1,126.9285366,37.60163346,"{""type"":""Polygon"",""coordinates"":[[[126.9301381,37.6029076],[126.9297949,37.6031317],[126.9294033,37.6032983],[126.9289785,37.6034008],[126.9285366,37.6034354],[126.9280947,37.6034008],[126.9276699,37.6032983],[126.9272783,37.6031317],[126.9269351,37.6029076],[126.9266534,37.6026346],[126.9264441,37.602323],[126.9263152,37.601985],[126.9262717,37.6016334],[126.9263153,37.6012819],[126.9264442,37.6009439],[126.9266535,37.6006323],[126.9269351,37.6003593],[126.9272783,37.6001352],[126.9276699,37.5999686],[126.9280948,37.5998661],[126.9285366,37.5998315],[126.9289784,37.5998661],[126.9294033,37.5999686],[126.9297949,37.6001352],[126.9301381,37.6003593],[126.9304197,37.6006323],[126.930629,37.6009439],[126.9307579,37.6012819],[126.9308015,37.6016334],[126.930758,37.601985],[126.9306291,37.602323],[126.9304198,37.6026346],[126.9301381,37.6029076]]]}"
144974,2013098,1138010900,11380006,서울특별시 은평구6,서울특별시 은평구 신사동(신사사거리 부근),4,5,0,1,3,1,126.9088059,37.5961848,"{""type"":""Polygon"",""coordinates"":[[[126.9104073,37.597459],[126.9100641,37.5976831],[126.9096726,37.5978496],[126.9092478,37.5979522],[126.9088059,37.5979868],[126.9083641,37.5979522],[126.9079392,37.5978496],[126.9075477,37.5976831],[126.9072045,37.597459],[126.9069229,37.5971859],[126.9067136,37.5968744],[126.9065847,37.5965363],[126.9065412,37.5961848],[126.9065847,37.5958332],[126.9067136,37.5954952],[126.9069229,37.5951837],[126.9072046,37.5949106],[126.9075477,37.5946865],[126.9079393,37.59452],[126.9083641,37.5944174],[126.9088059,37.5943828],[126.9092477,37.5944174],[126.9096726,37.59452],[126.9100641,37.5946865],[126.9104073,37.5949106],[126.9106889,37.5951837],[126.9108982,37.5954952],[126.9110271,37.5958332],[126.9110706,37.5961848],[126.9110271,37.5965363],[126.9108983,37.5968744],[126.910689,37.5971859],[126.9104073,37.597459]]]}"
144972,2013098,1138010600,11380007,서울특별시 은평구7,서울특별시 은평구 대조동(역촌사거리 부근),4,4,0,2,2,0,126.9198475,37.6084625,"{""type"":""Polygon"",""coordinates"":[[[126.9214492,37.6097367],[126.9211059,37.6099608],[126.9207143,37.6101273],[126.9202894,37.6102299],[126.9198475,37.6102645],[126.9194056,37.6102299],[126.9189807,37.6101273],[126.9185891,37.6099608],[126.9182458,37.6097367],[126.9179641,37.6094636],[126.9177548,37.6091521],[126.9176259,37.608814],[126.9175824,37.6084625],[126.917626,37.6081109],[126.9177549,37.6077729],[126.9179642,37.6074614],[126.9182459,37.6071883],[126.9185891,37.6069642],[126.9189807,37.6067977],[126.9194056,37.6066951],[126.9198475,37.6066605],[126.9202894,37.6066951],[126.9207143,37.6067977],[126.9211059,37.6069642],[126.9214491,37.6071883],[126.9217308,37.6074614],[126.9219401,37.6077729],[126.922069,37.6081109],[126.9221126,37.6084625],[126.9220691,37.608814],[126.9219402,37.6091521],[126.9217309,37.6094636],[126.9214492,37.6097367]]]}"
146256,2013098,1138010300,11380008,서울특별시 은평구8,서울특별시 은평구 불광동(지현한방병원 부근),4,5,0,2,2,1,126.92014,37.62542943,"{""type"":""Polygon"",""coordinates"":[[[126.921742,37.6267036],[126.9213987,37.6269277],[126.921007,37.6270942],[126.920582,37.6271968],[126.92014,37.6272314],[126.9196979,37.6271968],[126.9192729,37.6270942],[126.9188812,37.6269277],[126.9185379,37.6267036],[126.9182562,37.6264305],[126.9180468,37.626119],[126.9179179,37.625781],[126.9178744,37.6254294],[126.9179179,37.6250779],[126.9180468,37.6247398],[126.9182562,37.6244283],[126.918538,37.6241552],[126.9188813,37.6239311],[126.919273,37.6237646],[126.919698,37.6236621],[126.92014,37.6236275],[126.9205819,37.6236621],[126.9210069,37.6237646],[126.9213986,37.6239311],[126.9217419,37.6241552],[126.9220237,37.6244283],[126.9222331,37.6247398],[126.922362,37.6250779],[126.9224055,37.6254294],[126.922362,37.625781],[126.9222331,37.626119],[126.9220237,37.6264305],[126.921742,37.6267036]]]}"
146561,2013098,1138010300,11380009,서울특별시 은평구9,서울특별시 은평구 불광동(연천초교길-연서로진입로 부근),4,4,0,3,1,0,126.9260899,37.62146747,"{""type"":""Polygon"",""coordinates"":[[[126.9276919,37.6227417],[126.9273486,37.6229658],[126.9269569,37.6231323],[126.9265319,37.6232348],[126.9260899,37.6232694],[126.925648,37.6232348],[126.925223,37.6231323],[126.9248313,37.6229658],[126.924488,37.6227417],[126.9242063,37.6224686],[126.9239969,37.622157],[126.923868,37.621819],[126.9238245,37.6214675],[126.923868,37.6211159],[126.9239969,37.6207779],[126.9242063,37.6204663],[126.924488,37.6201933],[126.9248313,37.6199692],[126.925223,37.6198027],[126.925648,37.6197001],[126.9260899,37.6196655],[126.9265319,37.6197001],[126.9269569,37.6198027],[126.9273485,37.6199692],[126.9276918,37.6201933],[126.9279736,37.6204663],[126.9281829,37.6207779],[126.9283119,37.6211159],[126.9283554,37.6214675],[126.9283119,37.621819],[126.928183,37.622157],[126.9279736,37.6224686],[126.9276919,37.6227417]]]}"
144969,2013098,1138010600,11380010,서울특별시 은평구10,서울특별시 은평구 대조동(대조.불광시장 부근),5,8,0,5,3,0,126.9266134,37.6086826,"{""type"":""Polygon"",""coordinates"":[[[126.9282151,37.6099568],[126.9278719,37.6101809],[126.9274803,37.6103474],[126.9270553,37.6104499],[126.9266134,37.6104846],[126.9261715,37.6104499],[126.9257466,37.6103474],[126.925355,37.6101809],[126.9250118,37.6099568],[126.9247301,37.6096837],[126.9245208,37.6093722],[126.9243919,37.6090341],[126.9243484,37.6086826],[126.9243919,37.608331],[126.9245208,37.607993],[126.9247301,37.6076815],[126.9250118,37.6074084],[126.9253551,37.6071843],[126.9257467,37.6070178],[126.9261716,37.6069152],[126.9266134,37.6068806],[126.9270553,37.6069152],[126.9274802,37.6070178],[126.9278718,37.6071843],[126.9282151,37.6074084],[126.9284968,37.6076815],[126.9287061,37.607993],[126.928835,37.608331],[126.9288785,37.6086826],[126.928835,37.6090341],[126.9287061,37.6093722],[126.9284968,37.6096837],[126.9282151,37.6099568]]]}"
144968,2013098,1138010300,11380011,서울특별시 은평구11,서울특별시 은평구 불광동(불광전화국앞 부근),5,7,1,4,1,1,126.9282919,37.61259233,"{""type"":""Polygon"",""coordinates"":[[[126.9298936,37.6138665],[126.9295504,37.6140906],[126.9291587,37.6142571],[126.9287338,37.6143597],[126.9282919,37.6143943],[126.9278499,37.6143597],[126.927425,37.6142571],[126.9270334,37.6140906],[126.9266901,37.6138665],[126.9264084,37.6135934],[126.9261991,37.6132819],[126.9260702,37.6129439],[126.9260267,37.6125923],[126.9260702,37.6122408],[126.9261991,37.6119027],[126.9264084,37.6115912],[126.9266901,37.6113181],[126.9270334,37.611094],[126.927425,37.6109275],[126.9278499,37.610825],[126.9282919,37.6107904],[126.9287338,37.610825],[126.9291587,37.6109275],[126.9295503,37.611094],[126.9298936,37.6113181],[126.9301753,37.6115912],[126.9303846,37.6119027],[126.9305135,37.6122408],[126.9305571,37.6125923],[126.9305135,37.6129439],[126.9303846,37.6132819],[126.9301753,37.6135934],[126.9298936,37.6138665]]]}"
152011,2013098,1138010600,11380012,서울특별시 은평구12,서울특별시 은평구 대조동(신한은행연신내지점 부근),7,9,1,2,6,0,126.9212464,37.61928565,"{""type"":""Polygon"",""coordinates"":[[[126.9228483,37.6205598],[126.922505,37.6207839],[126.9221134,37.6209505],[126.9216884,37.621053],[126.9212464,37.6210876],[126.9208044,37.621053],[126.9203795,37.6209505],[126.9199878,37.6207839],[126.9196445,37.6205598],[126.9193628,37.6202868],[126.9191534,37.6199752],[126.9190245,37.6196372],[126.918981,37.6192856],[126.9190245,37.6189341],[126.9191535,37.618596],[126.9193628,37.6182845],[126.9196445,37.6180114],[126.9199878,37.6177874],[126.9203795,37.6176208],[126.9208045,37.6175183],[126.9212464,37.6174837],[126.9216883,37.6175183],[126.9221133,37.6176208],[126.922505,37.6177874],[126.9228483,37.6180114],[126.92313,37.6182845],[126.9233393,37.618596],[126.9234683,37.6189341],[126.9235118,37.6192856],[126.9234683,37.6196372],[126.9233394,37.6199752],[126.92313,37.6202868],[126.9228483,37.6205598]]]}"
152012,2013098,1141011100,11410001,서울특별시 서대문구1,서울특별시 서대문구 홍제동(충만한교회 부근),3,3,0,2,1,0,126.947674,37.5935531,"{""type"":""Polygon"",""coordinates"":[[[126.9492753,37.5948273],[126.9489322,37.5950514],[126.9485406,37.5952179],[126.9481158,37.5953205],[126.947674,37.5953551],[126.9472322,37.5953205],[126.9468073,37.5952179],[126.9464158,37.5950514],[126.9460726,37.5948273],[126.945791,37.5945542],[126.9455817,37.5942427],[126.9454529,37.5939046],[126.9454094,37.5935531],[126.9454529,37.5932015],[126.9455818,37.5928635],[126.9457911,37.592552],[126.9460727,37.5922789],[126.9464159,37.5920548],[126.9468074,37.5918883],[126.9472322,37.5917857],[126.947674,37.5917511],[126.9481158,37.5917857],[126.9485406,37.5918883],[126.9489321,37.5920548],[126.9492753,37.5922789],[126.9495569,37.592552],[126.9497662,37.5928635],[126.9498951,37.5932015],[126.9499386,37.5935531],[126.9498951,37.5939046],[126.9497662,37.5942427],[126.949557,37.5945542],[126.9492753,37.5948273]]]}"
145283,2013098,1141012000,11410002,서울특별시 서대문구2,서울특별시 서대문구 남가좌동(중암교사거리 부근),3,3,0,2,1,0,126.9220593,37.57282051,"{""type"":""Polygon"",""coordinates"":[[[126.9236603,37.5740947],[126.9233172,37.5743188],[126.9229258,37.5744853],[126.922501,37.5745879],[126.9220593,37.5746225],[126.9216176,37.5745879],[126.9211929,37.5744853],[126.9208015,37.5743188],[126.9204584,37.5740947],[126.9201769,37.5738216],[126.9199677,37.5735101],[126.9198388,37.573172],[126.9197953,37.5728205],[126.9198389,37.5724689],[126.9199677,37.5721309],[126.9201769,37.5718194],[126.9204585,37.5715463],[126.9208016,37.5713222],[126.921193,37.5711557],[126.9216177,37.5710531],[126.9220593,37.5710185],[126.922501,37.5710531],[126.9229257,37.5711557],[126.9233171,37.5713222],[126.9236602,37.5715463],[126.9239418,37.5718194],[126.924151,37.5721309],[126.9242798,37.5724689],[126.9243233,37.5728205],[126.9242798,37.573172],[126.924151,37.5735101],[126.9239418,37.5738216],[126.9236603,37.5740947]]]}"
146563,2013098,1141011800,11410003,서울특별시 서대문구3,서울특별시 서대문구 홍은동(홍은사거리_의주로_진출 부근),5,5,0,4,1,0,126.941809,37.59124218,"{""type"":""Polygon"",""coordinates"":[[[126.9434103,37.5925164],[126.9430671,37.5927405],[126.9426756,37.592907],[126.9422508,37.5930095],[126.941809,37.5930442],[126.9413672,37.5930095],[126.9409424,37.592907],[126.9405508,37.5927405],[126.9402077,37.5925164],[126.939926,37.5922433],[126.9397168,37.5919318],[126.9395879,37.5915937],[126.9395444,37.5912422],[126.9395879,37.5908906],[126.9397168,37.5905526],[126.9399261,37.590241],[126.9402077,37.589968],[126.9405509,37.5897439],[126.9409424,37.5895774],[126.9413672,37.5894748],[126.941809,37.5894402],[126.9422508,37.5894748],[126.9426756,37.5895774],[126.9430671,37.5897439],[126.9434102,37.589968],[126.9436919,37.590241],[126.9439011,37.5905526],[126.94403,37.5908906],[126.9440735,37.5912422],[126.94403,37.5915937],[126.9439012,37.5919318],[126.9436919,37.5922433],[126.9434103,37.5925164]]]}"
145282,2013098,1141011600,11410004,서울특별시 서대문구4,서울특별시 서대문구 창천동(신촌로터리_일반국도6호선_진출_ 부근),5,5,0,5,0,0,126.9357684,37.55545917,"{""type"":""Polygon"",""coordinates"":[[[126.9373689,37.5567334],[126.9370259,37.5569575],[126.9366346,37.557124],[126.93621,37.5572265],[126.9357684,37.5572612],[126.9353268,37.5572265],[126.9349022,37.557124],[126.9345108,37.5569575],[126.9341678,37.5567334],[126.9338863,37.5564603],[126.9336772,37.5561487],[126.9335484,37.5558107],[126.9335049,37.5554591],[126.9335484,37.5551076],[126.9336772,37.5547696],[126.9338864,37.554458],[126.9341679,37.554185],[126.9345109,37.5539609],[126.9349022,37.5537943],[126.9353268,37.5536918],[126.9357684,37.5536572],[126.9362099,37.5536918],[126.9366346,37.5537943],[126.9370259,37.5539609],[126.9373689,37.554185],[126.9376504,37.554458],[126.9378595,37.5547696],[126.9379883,37.5551076],[126.9380318,37.5554591],[126.9379884,37.5558107],[126.9378596,37.5561487],[126.9376504,37.5564603],[126.9373689,37.5567334]]]}"
146564,2013098,1144010100,11440001,서울특별시 마포구1,서울특별시 마포구 아현동(굴레방다리_일반국도6호선_진출 부근),3,3,2,1,0,0,126.955746,37.55768936,"{""type"":""Polygon"",""coordinates"":[[[126.9573466,37.5589636],[126.9570036,37.5591877],[126.9566123,37.5593542],[126.9561877,37.5594567],[126.955746,37.5594914],[126.9553044,37.5594567],[126.9548798,37.5593542],[126.9544885,37.5591877],[126.9541455,37.5589636],[126.953864,37.5586905],[126.9536548,37.5583789],[126.953526,37.5580409],[126.9534825,37.5576893],[126.953526,37.5573378],[126.9536548,37.5569997],[126.953864,37.5566882],[126.9541455,37.5564151],[126.9544885,37.5561911],[126.9548799,37.5560245],[126.9553045,37.555922],[126.955746,37.5558874],[126.9561876,37.555922],[126.9566122,37.5560245],[126.9570036,37.5561911],[126.9573466,37.5564151],[126.9576281,37.5566882],[126.9578373,37.5569997],[126.9579661,37.5573378],[126.9580096,37.5576893],[126.9579661,37.5580409],[126.9578373,37.5583789],[126.9576281,37.5586905],[126.9573466,37.5589636]]]}"
145286,2013098,1144011100,11440002,서울특별시 마포구2,서울특별시 마포구 신수동(우마카서비스 부근),4,4,0,4,0,0,126.9324304,37.55031855,"{""type"":""Polygon"",""coordinates"":[[[126.9340308,37.5515927],[126.9336878,37.5518169],[126.9332965,37.5519834],[126.9328719,37.5520859],[126.9324304,37.5521206],[126.9319888,37.5520859],[126.9315642,37.5519834],[126.9311729,37.5518169],[126.9308299,37.5515927],[126.9305485,37.5513197],[126.9303393,37.5510081],[126.9302105,37.5506701],[126.9301671,37.5503185],[126.9302106,37.549967],[126.9303394,37.5496289],[126.9305485,37.5493174],[126.93083,37.5490443],[126.931173,37.5488202],[126.9315643,37.5486537],[126.9319888,37.5485512],[126.9324304,37.5485166],[126.9328719,37.5485512],[126.9332965,37.5486537],[126.9336878,37.5488202],[126.9340308,37.5490443],[126.9343122,37.5493174],[126.9345214,37.5496289],[126.9346502,37.549967],[126.9346937,37.5503185],[126.9346502,37.5506701],[126.9345214,37.5510081],[126.9343123,37.5513197],[126.9340308,37.5515927]]]}"
145289,2013098,1147010300,11470001,서울특별시 양천구1,서울특별시 양천구 신월동(대흥빌딩 부근),3,3,0,1,2,0,126.8348649,37.52065366,"{""type"":""Polygon"",""coordinates"":[[[126.8364647,37.5219279],[126.8361218,37.522152],[126.8357307,37.5223185],[126.8353062,37.522421],[126.8348649,37.5224557],[126.8344235,37.522421],[126.8339991,37.5223185],[126.8336079,37.522152],[126.8332651,37.5219279],[126.8329837,37.5216548],[126.8327746,37.5213432],[126.8326459,37.5210052],[126.8326024,37.5206536],[126.8326459,37.5203021],[126.8327747,37.519964],[126.8329838,37.5196525],[126.8332651,37.5193794],[126.833608,37.5191553],[126.8339991,37.5189888],[126.8344235,37.5188863],[126.8348649,37.5188517],[126.8353062,37.5188863],[126.8357306,37.5189888],[126.8361218,37.5191553],[126.8364646,37.5193794],[126.836746,37.5196525],[126.836955,37.519964],[126.8370838,37.5203021],[126.8371273,37.5206536],[126.8370838,37.5210052],[126.8369551,37.5213432],[126.836746,37.5216548],[126.8364647,37.5219279]]]}"
146565,2013098,1147010100,11470002,서울특별시 양천구2,서울특별시 양천구 신정동(신정3평화은행 부근),3,4,1,2,1,0,126.8535534,37.51735244,"{""type"":""Polygon"",""coordinates"":[[[126.8551532,37.5186266],[126.8548103,37.5188507],[126.8544192,37.5190173],[126.8539948,37.5191198],[126.8535534,37.5191544],[126.8531121,37.5191198],[126.8526877,37.5190173],[126.8522965,37.5188507],[126.8519537,37.5186266],[126.8516724,37.5183536],[126.8514633,37.518042],[126.8513346,37.517704],[126.8512911,37.5173524],[126.8513346,37.5170009],[126.8514634,37.5166628],[126.8516724,37.5163513],[126.8519538,37.5160782],[126.8522966,37.5158541],[126.8526877,37.5156876],[126.8531121,37.5155851],[126.8535534,37.5155504],[126.8539948,37.5155851],[126.8544192,37.5156876],[126.8548103,37.5158541],[126.8551531,37.5160782],[126.8554345,37.5163513],[126.8556435,37.5166628],[126.8557723,37.5170009],[126.8558158,37.5173524],[126.8557723,37.517704],[126.8556436,37.518042],[126.8554345,37.5183536],[126.8551532,37.5186266]]]}"
152013,2013098,1150010300,11500001,서울특별시 강서구1,서울특별시 강서구 화곡동(홍익병원앞_등촌로_진입_1 부근),3,3,0,1,2,0,126.8638752,37.53066506,"{""type"":""Polygon"",""coordinates"":[[[126.8654752,37.5319393],[126.8651323,37.5321634],[126.8647411,37.5323299],[126.8643166,37.5324324],[126.8638752,37.5324671],[126.8634338,37.5324324],[126.8630093,37.5323299],[126.8626181,37.5321634],[126.8622752,37.5319393],[126.8619938,37.5316662],[126.8617847,37.5313546],[126.861656,37.5310166],[126.8616125,37.530665],[126.861656,37.5303135],[126.8617847,37.5299754],[126.8619938,37.5296639],[126.8622752,37.5293908],[126.8626181,37.5291667],[126.8630093,37.5290002],[126.8634338,37.5288977],[126.8638752,37.5288631],[126.8643166,37.5288977],[126.8647411,37.5290002],[126.8651323,37.5291667],[126.8654752,37.5293908],[126.8657566,37.5296639],[126.8659657,37.5299754],[126.8660944,37.5303135],[126.8661379,37.530665],[126.8660945,37.5310166],[126.8659657,37.5313546],[126.8657566,37.5316662],[126.8654752,37.5319393]]]}"
145294,2013098,1150010300,11500002,서울특별시 강서구2,서울특별시 강서구 화곡동(강서구청입구 부근),3,3,0,2,1,0,126.8524095,37.55611254,"{""type"":""Polygon"",""coordinates"":[[[126.8540101,37.5573867],[126.8536671,37.5576108],[126.8532757,37.5577774],[126.8528511,37.5578799],[126.8524095,37.5579145],[126.8519679,37.5578799],[126.8515433,37.5577774],[126.851152,37.5576108],[126.850809,37.5573867],[126.8505275,37.5571137],[126.8503183,37.5568021],[126.8501895,37.5564641],[126.850146,37.5561125],[126.8501895,37.555761],[126.8503184,37.5554229],[126.8505275,37.5551114],[126.850809,37.5548383],[126.851152,37.5546142],[126.8515433,37.5544477],[126.851968,37.5543452],[126.8524095,37.5543105],[126.8528511,37.5543452],[126.8532757,37.5544477],[126.853667,37.5546142],[126.85401,37.5548383],[126.8542915,37.5551114],[126.8545007,37.5554229],[126.8546295,37.555761],[126.854673,37.5561125],[126.8546295,37.5564641],[126.8545007,37.5568021],[126.8542916,37.5571137],[126.8540101,37.5573867]]]}"
152014,2013098,1150010300,11500003,서울특별시 강서구3,서울특별시 강서구 화곡동(화곡사거리 부근),4,4,0,2,2,0,126.8472849,37.53071507,"{""type"":""Polygon"",""coordinates"":[[[126.848885,37.5319893],[126.8485421,37.5322134],[126.8481509,37.5323799],[126.8477264,37.5324824],[126.8472849,37.5325171],[126.8468435,37.5324824],[126.846419,37.5323799],[126.8460278,37.5322134],[126.8456849,37.5319893],[126.8454035,37.5317162],[126.8451944,37.5314046],[126.8450657,37.5310666],[126.8450222,37.530715],[126.8450657,37.5303635],[126.8451945,37.5300255],[126.8454036,37.5297139],[126.845685,37.5294408],[126.8460279,37.5292168],[126.8464191,37.5290502],[126.8468435,37.5289477],[126.8472849,37.5289131],[126.8477264,37.5289477],[126.8481508,37.5290502],[126.848542,37.5292168],[126.8488849,37.5294408],[126.8491663,37.5297139],[126.8493754,37.5300255],[126.8495042,37.5303635],[126.8495477,37.530715],[126.8495042,37.5310666],[126.8493754,37.5314046],[126.8491664,37.5317162],[126.848885,37.5319893]]]}"
138867,2013098,1150010100,11500004,서울특별시 강서구4,서울특별시 강서구 염창동(태진빌딩 부근),4,4,0,2,2,0,126.8760467,37.54696806,"{""type"":""Polygon"",""coordinates"":[[[126.877647,37.5482423],[126.8773041,37.5484664],[126.8769128,37.5486329],[126.8764882,37.5487354],[126.8760467,37.5487701],[126.8756051,37.5487354],[126.8751806,37.5486329],[126.8747893,37.5484664],[126.8744463,37.5482423],[126.8741649,37.5479692],[126.8739557,37.5476576],[126.8738269,37.5473196],[126.8737835,37.546968],[126.873827,37.5466165],[126.8739558,37.5462784],[126.8741649,37.5459669],[126.8744464,37.5456938],[126.8747893,37.5454697],[126.8751806,37.5453032],[126.8756052,37.5452007],[126.8760467,37.5451661],[126.8764882,37.5452007],[126.8769128,37.5453032],[126.877304,37.5454697],[126.877647,37.5456938],[126.8779284,37.5459669],[126.8781376,37.5462784],[126.8782664,37.5466165],[126.8783099,37.546968],[126.8782664,37.5473196],[126.8781376,37.5476576],[126.8779285,37.5479692],[126.877647,37.5482423]]]}"
145293,2013098,1150010600,11500005,서울특별시 강서구5,서울특별시 강서구 내발산동(우장산역 부근),5,6,0,3,3,0,126.8347136,37.54813679,"{""type"":""Polygon"",""coordinates"":[[[126.8363139,37.549411],[126.835971,37.5496351],[126.8355797,37.5498016],[126.8351551,37.5499042],[126.8347136,37.5499388],[126.834272,37.5499042],[126.8338474,37.5498016],[126.8334561,37.5496351],[126.8331132,37.549411],[126.8328317,37.5491379],[126.8326226,37.5488264],[126.8324938,37.5484883],[126.8324503,37.5481368],[126.8324938,37.5477852],[126.8326226,37.5474472],[126.8328318,37.5471356],[126.8331132,37.5468626],[126.8334562,37.5466385],[126.8338475,37.546472],[126.834272,37.5463694],[126.8347136,37.5463348],[126.8351551,37.5463694],[126.8355796,37.546472],[126.8359709,37.5466385],[126.8363139,37.5468626],[126.8365953,37.5471356],[126.8368045,37.5474472],[126.8369333,37.5477852],[126.8369768,37.5481368],[126.8369333,37.5484883],[126.8368045,37.5488264],[126.8365954,37.5491379],[126.8363139,37.549411]]]}"
