사고다발지FID,사고다발지ID,법정동코드,지점코드,시도시군구명,지점명,발생건수,사상자수,사망자수,중상자수,경상자수,부상신고자수,경도,위도,다발지역폴리곤
146245,2013098,1126010300,11260005,서울특별시 중랑구5,서울특별시 중랑구 중화동(대원메디컬빌딩 부근),5,5,0,2,2,1,127.0781444,37.6015389,"{""type"":""Polygon"",""coordinates"":[[[127.0797459,37.6028131],[127.0794027,37.6030372],[127.0790112,37.6032037],[127.0785863,37.6033063],[127.0781444,37.6033409],[127.0777026,37.6033063],[127.0772777,37.6032037],[127.0768861,37.6030372],[127.0765429,37.6028131],[127.0762612,37.60254],[127.0760519,37.6022285],[127.0759231,37.6018904],[127.0758796,37.6015389],[127.0759231,37.6011873],[127.076052,37.6008493],[127.0762613,37.6005378],[127.0765429,37.6002647],[127.0768862,37.6000406],[127.0772777,37.5998741],[127.0777026,37.5997715],[127.0781444,37.5997369],[127.0785863,37.5997715],[127.0790111,37.5998741],[127.0794027,37.6000406],[127.0797459,37.6002647],[127.0800276,37.6005378],[127.0802369,37.6008493],[127.0803657,37.6011873],[127.0804093,37.6015389],[127.0803658,37.6018904],[127.0802369,37.6022285],[127.0800276,37.60254],[127.0797459,37.6028131]]]}"
144673,2013098,1126010200,11260006,서울특별시 중랑구6,서울특별시 중랑구 상봉동(우리은행중랑교지점 부근),5,6,1,3,2,0,127.0757533,37.59381421,"{""type"":""Polygon"",""coordinates"":[[[127.0773547,37.5950884],[127.0770115,37.5953125],[127.07662,37.595479],[127.0761952,37.5955816],[127.0757533,37.5956162],[127.0753115,37.5955816],[127.0748867,37.595479],[127.0744952,37.5953125],[127.074152,37.5950884],[127.0738703,37.5948153],[127.0736611,37.5945038],[127.0735322,37.5941657],[127.0734887,37.5938142],[127.0735322,37.5934626],[127.0736611,37.5931246],[127.0738704,37.5928131],[127.074152,37.59254],[127.0744952,37.5923159],[127.0748867,37.5921494],[127.0753115,37.5920469],[127.0757533,37.5920122],[127.0761951,37.5920469],[127.07662,37.5921494],[127.0770115,37.5923159],[127.0773547,37.59254],[127.0776363,37.5928131],[127.0778456,37.5931246],[127.0779744,37.5934626],[127.078018,37.5938142],[127.0779745,37.5941657],[127.0778456,37.5945038],[127.0776363,37.5948153],[127.0773547,37.5950884]]]}"
144675,2013098,1126010500,11260007,서울특별시 중랑구7,서울특별시 중랑구 망우동(원동빌딩 부근),6,6,0,4,2,0,127.098716,37.5994224,"{""type"":""Polygon"",""coordinates"":[[[127.1003175,37.6006966],[127.0999743,37.6009207],[127.0995827,37.6010872],[127.0991578,37.6011898],[127.098716,37.6012244],[127.0982741,37.6011898],[127.0978493,37.6010872],[127.0974577,37.6009207],[127.0971145,37.6006966],[127.0968328,37.6004235],[127.0966236,37.600112],[127.0964947,37.5997739],[127.0964512,37.5994224],[127.0964947,37.5990708],[127.0966236,37.5987328],[127.0968329,37.5984213],[127.0971146,37.5981482],[127.0974578,37.5979241],[127.0978493,37.5977576],[127.0982742,37.597655],[127.098716,37.5976204],[127.0991578,37.597655],[127.0995827,37.5977576],[127.0999742,37.5979241],[127.1003174,37.5981482],[127.1005991,37.5984213],[127.1008084,37.5987328],[127.1009373,37.5990708],[127.1009808,37.5994224],[127.1009373,37.5997739],[127.1008084,37.600112],[127.1005991,37.6004235],[127.1003175,37.6006966]]]}"
152002,2013098,1129011000,11290001,서울특별시 성북구1,서울특별시 성북구 동소문동7가(흥천사입구 부근),3,3,0,1,2,0,127.015401,37.59599144,"{""type"":""Polygon"",""coordinates"":[[[127.0170024,37.5972656],[127.0166592,37.5974897],[127.0162676,37.5976563],[127.0158428,37.5977588],[127.015401,37.5977934],[127.0149591,37.5977588],[127.0145343,37.5976563],[127.0141427,37.5974897],[127.0137996,37.5972656],[127.0135179,37.5969926],[127.0133086,37.596681],[127.0131798,37.596343],[127.0131363,37.5959914],[127.0131798,37.5956399],[127.0133087,37.5953018],[127.013518,37.5949903],[127.0137996,37.5947172],[127.0141428,37.5944931],[127.0145343,37.5943266],[127.0149592,37.5942241],[127.015401,37.5941895],[127.0158428,37.5942241],[127.0162676,37.5943266],[127.0166591,37.5944931],[127.0170023,37.5947172],[127.017284,37.5949903],[127.0174933,37.5953018],[127.0176221,37.5956399],[127.0176657,37.5959914],[127.0176222,37.596343],[127.0174933,37.596681],[127.017284,37.5969926],[127.0170024,37.5972656]]]}"
138806,2013098,1129013900,11290002,서울특별시 성북구2,서울특별시 성북구 석관동(석관동제일은행 부근),3,3,0,3,0,0,127.061388,37.60633553,"{""type"":""Polygon"",""coordinates"":[[[127.0629896,37.6076097],[127.0626464,37.6078338],[127.0622548,37.6080003],[127.0618299,37.6081029],[127.061388,37.6081375],[127.0609461,37.6081029],[127.0605212,37.6080003],[127.0601296,37.6078338],[127.0597864,37.6076097],[127.0595047,37.6073366],[127.0592954,37.6070251],[127.0591665,37.6066871],[127.059123,37.6063355],[127.0591665,37.605984],[127.0592954,37.6056459],[127.0595047,37.6053344],[127.0597864,37.6050613],[127.0601297,37.6048372],[127.0605212,37.6046707],[127.0609461,37.6045682],[127.061388,37.6045336],[127.0618299,37.6045682],[127.0622548,37.6046707],[127.0626464,37.6048372],[127.0629896,37.6050613],[127.0632713,37.6053344],[127.0634806,37.6056459],[127.0636095,37.605984],[127.063653,37.6063355],[127.0636095,37.6066871],[127.0634806,37.6070251],[127.0632713,37.6073366],[127.0629896,37.6076097]]]}"
152003,2013098,1129013300,11290003,서울특별시 성북구3,서울특별시 성북구 정릉동(국민은행정릉 부근),3,3,0,3,0,0,127.0099448,37.6087987,"{""type"":""Polygon"",""coordinates"":[[[127.0115465,37.6100729],[127.0112032,37.610297],[127.0108116,37.6104635],[127.0103867,37.6105661],[127.0099448,37.6106007],[127.0095029,37.6105661],[127.009078,37.6104635],[127.0086864,37.610297],[127.0083431,37.6100729],[127.0080614,37.6097998],[127.0078521,37.6094883],[127.0077232,37.6091502],[127.0076797,37.6087987],[127.0077233,37.6084471],[127.0078522,37.6081091],[127.0080615,37.6077976],[127.0083432,37.6075245],[127.0086864,37.6073004],[127.009078,37.6071339],[127.0095029,37.6070313],[127.0099448,37.6069967],[127.0103867,37.6070313],[127.0108116,37.6071339],[127.0112032,37.6073004],[127.0115464,37.6075245],[127.0118281,37.6077976],[127.0120374,37.6081091],[127.0121664,37.6084471],[127.0122099,37.6087987],[127.0121664,37.6091502],[127.0120375,37.6094883],[127.0118282,37.6097998],[127.0115465,37.6100729]]]}"
144681,2013098,1129012300,11290004,서울특별시 성북구4,서울특별시 성북구 안암동3가(제삼주유소 부근),3,3,2,1,0,0,127.0227193,37.5804992,"{""type"":""Polygon"",""coordinates"":[[[127.0243203,37.5817734],[127.0239772,37.5819975],[127.0235858,37.582164],[127.023161,37.5822666],[127.0227193,37.5823012],[127.0222775,37.5822666],[127.0218528,37.582164],[127.0214613,37.5819975],[127.0211182,37.5817734],[127.0208366,37.5815003],[127.0206274,37.5811888],[127.0204985,37.5808507],[127.020455,37.5804992],[127.0204986,37.5801476],[127.0206274,37.5798096],[127.0208367,37.5794981],[127.0211182,37.579225],[127.0214614,37.5790009],[127.0218528,37.5788344],[127.0222776,37.5787318],[127.0227193,37.5786972],[127.023161,37.5787318],[127.0235857,37.5788344],[127.0239772,37.5790009],[127.0243203,37.579225],[127.0246019,37.5794981],[127.0248111,37.5798096],[127.02494,37.5801476],[127.0249835,37.5804992],[127.02494,37.5808507],[127.0248112,37.5811888],[127.0246019,37.5815003],[127.0243203,37.5817734]]]}"
144679,2013098,1129010400,11290005,서울특별시 성북구5,서울특별시 성북구 동소문동1가(실과바늘 부근),4,4,0,3,0,1,127.0175849,37.59328284,"{""type"":""Polygon"",""coordinates"":[[[127.0191863,37.594557],[127.0188431,37.5947811],[127.0184516,37.5949476],[127.0180267,37.5950502],[127.0175849,37.5950848],[127.0171431,37.5950502],[127.0167183,37.5949476],[127.0163267,37.5947811],[127.0159836,37.594557],[127.0157019,37.5942839],[127.0154927,37.5939724],[127.0153638,37.5936344],[127.0153203,37.5932828],[127.0153638,37.5929313],[127.0154927,37.5925932],[127.015702,37.5922817],[127.0159836,37.5920086],[127.0163268,37.5917845],[127.0167183,37.591618],[127.0171431,37.5915155],[127.0175849,37.5914809],[127.0180267,37.5915155],[127.0184515,37.591618],[127.018843,37.5917845],[127.0191862,37.5920086],[127.0194678,37.5922817],[127.0196771,37.5925932],[127.019806,37.5929313],[127.0198495,37.5932828],[127.019806,37.5936344],[127.0196772,37.5939724],[127.0194679,37.5942839],[127.0191863,37.594557]]]}"
152004,2013098,1129013300,11290006,서울특별시 성북구6,서울특별시 성북구 정릉동(정릉2동 주민센터 부근),4,4,0,3,1,0,127.0113638,37.60530242,"{""type"":""Polygon"",""coordinates"":[[[127.0129654,37.6065766],[127.0126222,37.6068007],[127.0122306,37.6069672],[127.0118057,37.6070698],[127.0113638,37.6071044],[127.0109219,37.6070698],[127.010497,37.6069672],[127.0101054,37.6068007],[127.0097622,37.6065766],[127.0094805,37.6063035],[127.0092712,37.605992],[127.0091423,37.6056539],[127.0090988,37.6053024],[127.0091423,37.6049508],[127.0092712,37.6046128],[127.0094806,37.6043013],[127.0097622,37.6040282],[127.0101055,37.6038041],[127.010497,37.6036376],[127.0109219,37.6035351],[127.0113638,37.6035004],[127.0118057,37.6035351],[127.0122305,37.6036376],[127.0126221,37.6038041],[127.0129653,37.6040282],[127.013247,37.6043013],[127.0134563,37.6046128],[127.0135852,37.6049508],[127.0136288,37.6053024],[127.0135853,37.6056539],[127.0134564,37.605992],[127.0132471,37.6063035],[127.0129654,37.6065766]]]}"
146248,2013098,1129013600,11290007,서울특별시 성북구7,서울특별시 성북구 하월곡동(생명의전화(종합복지관) 부근),7,7,0,6,0,1,127.0379558,37.6040376,"{""type"":""Polygon"",""coordinates"":[[[127.0395573,37.6053118],[127.0392141,37.6055359],[127.0388225,37.6057024],[127.0383976,37.605805],[127.0379558,37.6058396],[127.0375139,37.605805],[127.037089,37.6057024],[127.0366974,37.6055359],[127.0363542,37.6053118],[127.0360725,37.6050387],[127.0358632,37.6047272],[127.0357343,37.6043891],[127.0356908,37.6040376],[127.0357344,37.603686],[127.0358633,37.603348],[127.0360726,37.6030365],[127.0363542,37.6027634],[127.0366975,37.6025393],[127.037089,37.6023728],[127.0375139,37.6022702],[127.0379558,37.6022356],[127.0383976,37.6022702],[127.0388225,37.6023728],[127.0392141,37.6025393],[127.0395573,37.6027634],[127.039839,37.6030365],[127.0400483,37.603348],[127.0401772,37.603686],[127.0402207,37.6040376],[127.0401772,37.6043891],[127.0400483,37.6047272],[127.039839,37.6050387],[127.0395573,37.6053118]]]}"
152005,2013098,1129013500,11290008,서울특별시 성북구8,서울특별시 성북구 종암동(종암2치안센터 부근),7,7,1,3,3,0,127.0333943,37.60089177,"{""type"":""Polygon"",""coordinates"":[[[127.0349958,37.602166],[127.0346526,37.6023901],[127.034261,37.6025566],[127.0338361,37.6026591],[127.0333943,37.6026938],[127.0329524,37.6026591],[127.0325276,37.6025566],[127.032136,37.6023901],[127.0317928,37.602166],[127.0315111,37.6018929],[127.0313018,37.6015813],[127.031173,37.6012433],[127.0311294,37.6008918],[127.031173,37.6005402],[127.0313019,37.6002022],[127.0315112,37.5998906],[127.0317928,37.5996176],[127.032136,37.5993935],[127.0325276,37.599227],[127.0329525,37.5991244],[127.0333943,37.5990898],[127.0338361,37.5991244],[127.034261,37.599227],[127.0346525,37.5993935],[127.0349957,37.5996176],[127.0352774,37.5998906],[127.0354867,37.6002022],[127.0356156,37.6005402],[127.0356591,37.6008918],[127.0356156,37.6012433],[127.0354868,37.6015813],[127.0352775,37.6018929],[127.0349958,37.602166]]]}"
146249,2013098,1130510300,11305001,서울특별시 강북구1,서울특별시 강북구 수유동(수유역 부근),3,3,0,2,1,0,127.0249293,37.6379293,"{""type"":""Polygon"",""coordinates"":[[[127.0265316,37.6392035],[127.0261882,37.6394276],[127.0257964,37.6395941],[127.0253713,37.6396966],[127.0249293,37.6397313],[127.0244872,37.6396966],[127.0240621,37.6395941],[127.0236703,37.6394276],[127.023327,37.6392035],[127.0230452,37.6389304],[127.0228358,37.6386189],[127.0227068,37.6382808],[127.0226633,37.6379293],[127.0227068,37.6375777],[127.0228358,37.6372397],[127.0230452,37.6369282],[127.023327,37.6366551],[127.0236704,37.636431],[127.0240621,37.6362645],[127.0244872,37.636162],[127.0249293,37.6361273],[127.0253713,37.636162],[127.0257964,37.6362645],[127.0261881,37.636431],[127.0265315,37.6366551],[127.0268133,37.6369282],[127.0270227,37.6372397],[127.0271517,37.6375777],[127.0271952,37.6379293],[127.0271517,37.6382808],[127.0270228,37.6386189],[127.0268134,37.6389304],[127.0265316,37.6392035]]]}"
152006,2013098,1130510300,11305002,서울특별시 강북구2,서울특별시 강북구 수유동((주)월드패션투어 부근),4,4,0,2,2,0,127.0151168,37.64618949,"{""type"":""Polygon"",""coordinates"":[[[127.0167193,37.6474637],[127.0163758,37.6476878],[127.015984,37.6478543],[127.0155589,37.6479568],[127.0151168,37.6479915],[127.0146746,37.6479568],[127.0142495,37.6478543],[127.0138577,37.6476878],[127.0135143,37.6474637],[127.0132325,37.6471906],[127.013023,37.6468791],[127.0128941,37.646541],[127.0128506,37.6461895],[127.0128941,37.6458379],[127.0130231,37.6454999],[127.0132325,37.6451884],[127.0135143,37.6449153],[127.0138578,37.6446912],[127.0142495,37.6445247],[127.0146747,37.6444221],[127.0151168,37.6443875],[127.0155589,37.6444221],[127.015984,37.6445247],[127.0163758,37.6446912],[127.0167192,37.6449153],[127.017001,37.6451884],[127.0172105,37.6454999],[127.0173394,37.6458379],[127.017383,37.6461895],[127.0173395,37.646541],[127.0172105,37.6468791],[127.0170011,37.6471906],[127.0167193,37.6474637]]]}"
152007,2013098,1130510100,11305003,서울특별시 강북구3,서울특별시 강북구 미아동(방천시장입구 부근),7,7,0,5,2,0,127.0347051,37.61222277,"{""type"":""Polygon"",""coordinates"":[[[127.0363069,37.6134969],[127.0359636,37.6137211],[127.035572,37.6138876],[127.0351471,37.6139901],[127.0347051,37.6140247],[127.0342632,37.6139901],[127.0338383,37.6138876],[127.0334466,37.6137211],[127.0331034,37.6134969],[127.0328217,37.6132239],[127.0326124,37.6129123],[127.0324835,37.6125743],[127.03244,37.6122227],[127.0324835,37.6118712],[127.0326124,37.6115332],[127.0328217,37.6112216],[127.0331034,37.6109486],[127.0334467,37.6107245],[127.0338383,37.610558],[127.0342632,37.6104554],[127.0347051,37.6104208],[127.035147,37.6104554],[127.035572,37.610558],[127.0359636,37.6107245],[127.0363068,37.6109486],[127.0365886,37.6112216],[127.0367979,37.6115332],[127.0369268,37.6118712],[127.0369703,37.6122227],[127.0369268,37.6125743],[127.0367979,37.6129123],[127.0365886,37.6132239],[127.0363069,37.6134969]]]}"
152008,2013098,1132010600,11320001,서울특별시 도봉구1,서울특별시 도봉구 방학동(LG대경주유소 부근),3,3,0,1,2,0,127.042843,37.66530523,"{""type"":""Polygon"",""coordinates"":[[[127.0444459,37.6665794],[127.0441024,37.6668035],[127.0437105,37.66697],[127.0432853,37.6670726],[127.042843,37.6671072],[127.0424008,37.6670726],[127.0419755,37.66697],[127.0415836,37.6668035],[127.0412401,37.6665794],[127.0409582,37.6663063],[127.0407488,37.6659948],[127.0406198,37.6656568],[127.0405762,37.6653052],[127.0406198,37.6649537],[127.0407488,37.6646156],[127.0409583,37.6643041],[127.0412402,37.664031],[127.0415837,37.6638069],[127.0419756,37.6636404],[127.0424008,37.6635379],[127.042843,37.6635033],[127.0432853,37.6635379],[127.0437105,37.6636404],[127.0441024,37.6638069],[127.0444459,37.664031],[127.0447278,37.6643041],[127.0449373,37.6646156],[127.0450663,37.6649537],[127.0451098,37.6653052],[127.0450663,37.6656568],[127.0449373,37.6659948],[127.0447278,37.6663063],[127.0444459,37.6665794]]]}"
144961,2013098,1132010700,11320002,서울특별시 도봉구2,서울특별시 도봉구 창동(창동역서측 부근),3,3,0,2,1,0,127.0461128,37.65377138,"{""type"":""Polygon"",""coordinates"":[[[127.0477154,37.6550456],[127.047372,37.6552697],[127.0469801,37.6554362],[127.046555,37.6555387],[127.0461128,37.6555733],[127.0456706,37.6555387],[127.0452454,37.6554362],[127.0448536,37.6552697],[127.0445101,37.6550456],[127.0442283,37.6547725],[127.0440188,37.6544609],[127.0438899,37.6541229],[127.0438463,37.6537714],[127.0438899,37.6534198],[127.0440189,37.6530818],[127.0442283,37.6527702],[127.0445102,37.6524972],[127.0448536,37.6522731],[127.0452455,37.6521066],[127.0456706,37.652004],[127.0461128,37.6519694],[127.0465549,37.652004],[127.0469801,37.6521066],[127.0473719,37.6522731],[127.0477154,37.6524972],[127.0479972,37.6527702],[127.0482067,37.6530818],[127.0483357,37.6534198],[127.0483792,37.6537714],[127.0483357,37.6541229],[127.0482067,37.6544609],[127.0479973,37.6547725],[127.0477154,37.6550456]]]}"
146251,2013098,1132010500,11320003,서울특별시 도봉구3,서울특별시 도봉구 쌍문동(숭미초교 부근),3,3,0,2,1,0,127.0278802,37.65039312,"{""type"":""Polygon"",""coordinates"":[[[127.0294828,37.6516673],[127.0291394,37.6518914],[127.0287475,37.6520579],[127.0283224,37.6521605],[127.0278802,37.6521951],[127.0274381,37.6521605],[127.0270129,37.6520579],[127.0266211,37.6518914],[127.0262776,37.6516673],[127.0259958,37.6513942],[127.0257864,37.6510827],[127.0256574,37.6507446],[127.0256139,37.6503931],[127.0256574,37.6500416],[127.0257864,37.6497035],[127.0259958,37.649392],[127.0262777,37.6491189],[127.0266211,37.6488948],[127.0270129,37.6487283],[127.0274381,37.6486258],[127.0278802,37.6485912],[127.0283224,37.6486258],[127.0287475,37.6487283],[127.0291393,37.6488948],[127.0294827,37.6491189],[127.0297646,37.649392],[127.029974,37.6497035],[127.030103,37.6500416],[127.0301466,37.6503931],[127.030103,37.6507446],[127.0299741,37.6510827],[127.0297646,37.6513942],[127.0294828,37.6516673]]]}"
152009,2013098,1132010800,11320004,서울특별시 도봉구4,서울특별시 도봉구 도봉동(온누리도봉약국 부근),3,3,0,3,0,0,127.0448719,37.67679876,"{""type"":""Polygon"",""coordinates"":[[[127.046475,37.6780729],[127.0461315,37.678297],[127.0457395,37.6784636],[127.0453142,37.6785661],[127.0448719,37.6786007],[127.0444296,37.6785661],[127.0440043,37.6784636],[127.0436123,37.678297],[127.0432687,37.6780729],[127.0429868,37.6777999],[127.0427773,37.6774883],[127.0426483,37.6771503],[127.0426047,37.6767987],[127.0426483,37.6764472],[127.0427773,37.6761092],[127.0429868,37.6757976],[127.0432688,37.6755246],[127.0436123,37.6753005],[127.0440043,37.675134],[127.0444296,37.6750314],[127.0448719,37.6749968],[127.0453142,37.6750314],[127.0457395,37.675134],[127.0461314,37.6753005],[127.046475,37.6755246],[127.0467569,37.6757976],[127.0469664,37.6761092],[127.0470954,37.6764472],[127.047139,37.6767987],[127.0470955,37.6771503],[127.0469665,37.6774883],[127.046757,37.6777999],[127.046475,37.6780729]]]}"
152010,2013098,1132010700,11320005,서울특별시 도봉구5,서울특별시 도봉구 창동(창원초교 부근),3,3,0,3,0,0,127.0413923,37.65230415,"{""type"":""Polygon"",""coordinates"":[[[127.0429949,37.6535783],[127.0426515,37.6538024],[127.0422597,37.6539689],[127.0418345,37.6540715],[127.0413923,37.6541061],[127.0409502,37.6540715],[127.040525,37.6539689],[127.0401332,37.6538024],[127.0397897,37.6535783],[127.0395079,37.6533053],[127.0392984,37.6529937],[127.0391695,37.6526557],[127.0391259,37.6523041],[127.0391695,37.6519526],[127.0392985,37.6516145],[127.0395079,37.651303],[127.0397898,37.65103],[127.0401332,37.6508059],[127.040525,37.6506393],[127.0409502,37.6505368],[127.0413923,37.6505022],[127.0418345,37.6505368],[127.0422596,37.6506393],[127.0426514,37.6508059],[127.0429949,37.65103],[127.0432767,37.651303],[127.0434862,37.6516145],[127.0436152,37.6519526],[127.0436587,37.6523041],[127.0436152,37.6526557],[127.0434862,37.6529937],[127.0432768,37.6533053],[127.0429949,37.6535783]]]}"
138934,2013098,1132010600,11320006,서울특별시 도봉구6,서울특별시 도봉구 방학동(아람미술놀이방 부근),4,4,0,3,1,0,127.0332732,37.6689518,"{""type"":""Polygon"",""coordinates"":[[[127.0348762,37.670226],[127.0345327,37.6704501],[127.0341408,37.6706166],[127.0337155,37.6707191],[127.0332732,37.6707538],[127.032831,37.6707191],[127.0324057,37.6706166],[127.0320138,37.6704501],[127.0316703,37.670226],[127.0313883,37.6699529],[127.0311789,37.6696414],[127.0310499,37.6693033],[127.0310063,37.6689518],[127.0310499,37.6686002],[127.0311789,37.6682622],[127.0313884,37.6679507],[127.0316703,37.6676776],[127.0320138,37.6674535],[127.0324057,37.667287],[127.032831,37.6671845],[127.0332732,37.6671498],[127.0337155,37.6671845],[127.0341407,37.667287],[127.0345326,37.6674535],[127.0348762,37.6676776],[127.0351581,37.6679507],[127.0353676,37.6682622],[127.0354966,37.6686002],[127.0355401,37.6689518],[127.0354966,37.6693033],[127.0353676,37.6696414],[127.0351581,37.6699529],[127.0348762,37.670226]]]}"
144687,2013098,1132010600,11320007,서울특별시 도봉구7,서울특별시 도봉구 방학동(동부센트리빌아파트 부근),6,6,1,4,1,0,127.0400351,37.66286357,"{""type"":""Polygon"",""coordinates"":[[[127.041638,37.6641377],[127.0412945,37.6643618],[127.0409026,37.6645284],[127.0404773,37.6646309],[127.0400351,37.6646655],[127.0395929,37.6646309],[127.0391677,37.6645284],[127.0387758,37.6643618],[127.0384323,37.6641377],[127.0381504,37.6638647],[127.0379409,37.6635531],[127.0378119,37.6632151],[127.0377684,37.6628635],[127.037812,37.662512],[127.037941,37.662174],[127.0381504,37.6618624],[127.0384323,37.6615894],[127.0387758,37.6613653],[127.0391677,37.6611988],[127.0395929,37.6610962],[127.0400351,37.6610616],[127.0404773,37.6610962],[127.0409025,37.6611988],[127.0412944,37.6613653],[127.0416379,37.6615894],[127.0419198,37.6618624],[127.0421293,37.662174],[127.0422583,37.662512],[127.0423018,37.6628635],[127.0422583,37.6632151],[127.0421293,37.6635531],[127.0419199,37.6638647],[127.041638,37.6641377]]]}"
146252,2013098,1135010400,11350001,서울특별시 노원구1,서울특별시 노원구 하계동(한성여객(주) 부근),3,3,0,0,3,0,127.0714619,37.63790898,"{""type"":""Polygon"",""coordinates"":[[[127.0730642,37.6391832],[127.0727208,37.6394073],[127.072329,37.6395738],[127.071904,37.6396763],[127.0714619,37.639711],[127.0710198,37.6396763],[127.0705947,37.6395738],[127.0702029,37.6394073],[127.0698596,37.6391832],[127.0695778,37.6389101],[127.0693684,37.6385985],[127.0692394,37.6382605],[127.0691959,37.637909],[127.0692395,37.6375574],[127.0693684,37.6372194],[127.0695778,37.6369078],[127.0698596,37.6366348],[127.070203,37.6364107],[127.0705947,37.6362442],[127.0710198,37.6361416],[127.0714619,37.636107],[127.0719039,37.6361416],[127.072329,37.6362442],[127.0727208,37.6364107],[127.0730641,37.6366348],[127.0733459,37.6369078],[127.0735553,37.6372194],[127.0736843,37.6375574],[127.0737278,37.637909],[127.0736843,37.6382605],[127.0735554,37.6385985],[127.073346,37.6389101],[127.0730642,37.6391832]]]}"
139124,2013098,1135010200,11350002,서울특별시 노원구2,서울특별시 노원구 월계동(월계4동사무소앞 부근),3,3,0,2,1,0,127.0611846,37.63170214,"{""type"":""Polygon"",""coordinates"":[[[127.0627867,37.6329763],[127.0624434,37.6332004],[127.0620517,37.6333669],[127.0616266,37.6334695],[127.0611846,37.6335041],[127.0607425,37.6334695],[127.0603175,37.6333669],[127.0599257,37.6332004],[127.0595824,37.6329763],[127.0593006,37.6327032],[127.0590912,37.6323917],[127.0589623,37.6320537],[127.0589188,37.6317021],[127.0589623,37.6313506],[127.0590913,37.6310125],[127.0593007,37.630701],[127.0595824,37.6304279],[127.0599258,37.6302038],[127.0603175,37.6300373],[127.0607425,37.6299348],[127.0611846,37.6299002],[127.0616266,37.6299348],[127.0620516,37.6300373],[127.0624433,37.6302038],[127.0627867,37.6304279],[127.0630685,37.630701],[127.0632778,37.6310125],[127.0634068,37.6313506],[127.0634503,37.6317021],[127.0634068,37.6320537],[127.0632779,37.6323917],[127.0630685,37.6327032],[127.0627867,37.6329763]]]}"
144966,2013098,1135010300,11350003,서울특별시 노원구3,서울특별시 노원구 공릉동(공릉역 부근),3,3,0,2,1,0,127.0731473,37.62513844,"{""type"":""Polygon"",""coordinates"":[[[127.0747494,37.6264126],[127.074406,37.6266367],[127.0740143,37.6268032],[127.0735893,37.6269058],[127.0731473,37.6269404],[127.0727053,37.6269058],[127.0722803,37.6268032],[127.0718886,37.6266367],[127.0715453,37.6264126],[127.0712635,37.6261396],[127.0710542,37.625828],[127.0709253,37.62549],[127.0708817,37.6251384],[127.0709253,37.6247869],[127.0710542,37.6244488],[127.0712636,37.6241373],[127.0715453,37.6238642],[127.0718887,37.6236402],[127.0722803,37.6234736],[127.0727053,37.6233711],[127.0731473,37.6233365],[127.0735893,37.6233711],[127.0740143,37.6234736],[127.074406,37.6236402],[127.0747493,37.6238642],[127.0750311,37.6241373],[127.0752404,37.6244488],[127.0753694,37.6247869],[127.0754129,37.6251384],[127.0753694,37.62549],[127.0752405,37.625828],[127.0750311,37.6261396],[127.0747494,37.6264126]]]}"
144965,2013098,1135010500,11350004,서울특별시 노원구4,서울특별시 노원구 상계동(상계초교입구 부근),4,4,0,1,3,0,127.0666087,37.6571255,"{""type"":""Polygon"",""coordinates"":[[[127.0682114,37.6583997],[127.067868,37.6586238],[127.0674761,37.6587903],[127.0670509,37.6588928],[127.0666087,37.6589275],[127.0661665,37.6588928],[127.0657413,37.6587903],[127.0653495,37.6586238],[127.065006,37.6583997],[127.0647241,37.6581266],[127.0645147,37.6578151],[127.0643857,37.657477],[127.0643422,37.6571255],[127.0643857,37.6567739],[127.0645147,37.6564359],[127.0647242,37.6561244],[127.0650061,37.6558513],[127.0653495,37.6556272],[127.0657414,37.6554607],[127.0661666,37.6553582],[127.0666087,37.6553235],[127.0670509,37.6553582],[127.0674761,37.6554607],[127.0678679,37.6556272],[127.0682114,37.6558513],[127.0684933,37.6561244],[127.0687027,37.6564359],[127.0688317,37.6567739],[127.0688753,37.6571255],[127.0688317,37.657477],[127.0687028,37.6578151],[127.0684933,37.6581266],[127.0682114,37.6583997]]]}"
144964,2013098,1135010500,11350005,서울특별시 노원구5,서울특별시 노원구 상계동(상계벽산아파트101동 부근),4,4,0,3,1,0,127.0717682,37.65941766,"{""type"":""Polygon"",""coordinates"":[[[127.0733709,37.6606918],[127.0730274,37.6609159],[127.0726356,37.6610825],[127.0722104,37.661185],[127.0717682,37.6612196],[127.0713259,37.661185],[127.0709007,37.6610825],[127.0705089,37.6609159],[127.0701654,37.6606918],[127.0698835,37.6604188],[127.0696741,37.6601072],[127.0695451,37.6597692],[127.0695015,37.6594176],[127.0695451,37.6590661],[127.0696741,37.6587281],[127.0698836,37.6584165],[127.0701654,37.6581435],[127.0705089,37.6579194],[127.0709008,37.6577529],[127.071326,37.6576503],[127.0717682,37.6576157],[127.0722103,37.6576503],[127.0726355,37.6577529],[127.0730274,37.6579194],[127.0733709,37.6581435],[127.0736528,37.6584165],[127.0738622,37.6587281],[127.0739912,37.6590661],[127.0740348,37.6594176],[127.0739912,37.6597692],[127.0738623,37.6601072],[127.0736528,37.6604188],[127.0733709,37.6606918]]]}"
